,country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
1639,Hungary,HUN,2021-02-03,334130.0,249687.0,84452.0,20946.0,3.46,2.58,0.87,2168.0,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1628-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-103-beteg
1640,Hungary,HUN,2021-02-04,357303.0,264530.0,92773.0,20613.0,3.7,2.74,0.96,2134.0,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1628-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-103-beteg
1641,Hungary,HUN,2021-02-05,381062.0,279410.0,101652.0,19025.0,3.94,2.89,1.05,1969.0,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1628-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-103-beteg
1642,Hungary,HUN,2021-02-06,391621.0,286379.0,105242.0,16113.0,4.05,2.96,1.09,1668.0,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1628-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-103-beteg
1643,Hungary,HUN,2021-02-07,396634.0,289042.0,107592.0,13928.0,4.11,2.99,1.11,1442.0,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1628-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-103-beteg
1644,Hungary,HUN,2021-02-08,401791.0,291396.0,110395.0,12876.0,4.16,3.02,1.14,1333.0,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1628-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-103-beteg
1645,Hungary,HUN,2021-02-09,406197.0,292627.0,113570.0,11984.0,4.2,3.03,1.18,1241.0,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1628-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-103-beteg
1646,Hungary,HUN,2021-02-10,411992.0,294624.0,117368.0,11123.0,4.26,3.05,1.21,1151.0,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1628-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-103-beteg
1647,Hungary,HUN,2021-02-11,431097.0,310448.0,120649.0,10542.0,4.46,3.21,1.25,1091.0,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1628-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-103-beteg
1648,Hungary,HUN,2021-02-12,455168.0,330745.0,124423.0,10587.0,4.71,3.42,1.29,1096.0,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1628-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-103-beteg
1649,Hungary,HUN,2021-02-13,463383.0,335188.0,128195.0,10252.0,4.8,3.47,1.33,1061.0,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1628-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-103-beteg
1650,Hungary,HUN,2021-02-14,465636.0,336297.0,129339.0,9857.0,4.82,3.48,1.34,1020.0,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1628-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-103-beteg
1651,Hungary,HUN,2021-02-15,473551.0,341958.0,131593.0,10251.0,4.9,3.54,1.36,1061.0,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1628-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-103-beteg
1652,Hungary,HUN,2021-02-16,483751.0,348927.0,134824.0,11079.0,5.01,3.61,1.4,1147.0,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1628-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-103-beteg
1653,Hungary,HUN,2021-02-17,506044.0,365021.0,141023.0,13436.0,5.24,3.78,1.46,1391.0,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1628-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-103-beteg
1654,Hungary,HUN,2021-02-18,544253.0,391821.0,152432.0,16165.0,5.63,4.06,1.58,1673.0,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1628-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-103-beteg
1655,Hungary,HUN,2021-02-19,600048.0,427309.0,172739.0,20697.0,6.21,4.42,1.79,2142.0,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1628-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-103-beteg
1656,Hungary,HUN,2021-02-20,636240.0,445535.0,190705.0,24694.0,6.59,4.61,1.97,2556.0,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1628-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-103-beteg
1657,Hungary,HUN,2021-02-21,654462.0,453457.0,201005.0,26975.0,6.77,4.69,2.08,2792.0,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1628-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-103-beteg
1658,Hungary,HUN,2021-02-22,662816.0,457096.0,205720.0,27038.0,6.86,4.73,2.13,2799.0,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1628-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-103-beteg
1659,Iceland,ISL,2020-12-30,4875.0,4875.0,,,1.43,1.43,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1660,Iceland,ISL,2020-12-31,,,,63.0,,,,185.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1661,Iceland,ISL,2021-01-01,,,,63.0,,,,185.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1662,Iceland,ISL,2021-01-02,,,,63.0,,,,185.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1663,Iceland,ISL,2021-01-03,,,,63.0,,,,185.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1664,Iceland,ISL,2021-01-04,,,,63.0,,,,185.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1665,Iceland,ISL,2021-01-05,,,,63.0,,,,185.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1666,Iceland,ISL,2021-01-06,,,,63.0,,,,185.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1667,Iceland,ISL,2021-01-07,,,,63.0,,,,185.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1668,Iceland,ISL,2021-01-08,,,,63.0,,,,185.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1669,Iceland,ISL,2021-01-09,,,,63.0,,,,185.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1670,Iceland,ISL,2021-01-10,,,,63.0,,,,185.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1671,Iceland,ISL,2021-01-11,,,,63.0,,,,185.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1672,Iceland,ISL,2021-01-12,,,,63.0,,,,185.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1673,Iceland,ISL,2021-01-13,,,,63.0,,,,185.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1674,Iceland,ISL,2021-01-14,,,,63.0,,,,185.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1675,Iceland,ISL,2021-01-15,,,,63.0,,,,185.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1676,Iceland,ISL,2021-01-16,,,,63.0,,,,185.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1677,Iceland,ISL,2021-01-17,,,,63.0,,,,185.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1678,Iceland,ISL,2021-01-18,,,,63.0,,,,185.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1679,Iceland,ISL,2021-01-19,,,,63.0,,,,185.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1680,Iceland,ISL,2021-01-20,6205.0,5725.0,480.0,63.0,1.82,1.68,0.14,185.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1681,Iceland,ISL,2021-01-21,,,,312.0,,,,914.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1682,Iceland,ISL,2021-01-22,,,,560.0,,,,1641.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1683,Iceland,ISL,2021-01-23,,,,809.0,,,,2371.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1684,Iceland,ISL,2021-01-24,,,,1057.0,,,,3097.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1685,Iceland,ISL,2021-01-25,15220.0,10433.0,4787.0,1306.0,4.46,3.06,1.4,3827.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1686,Iceland,ISL,2021-01-26,,,,1318.0,,,,3862.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1687,Iceland,ISL,2021-01-27,15522.0,10702.0,4820.0,1331.0,4.55,3.14,1.41,3900.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1688,Iceland,ISL,2021-01-28,,,,1103.0,,,,3232.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1689,Iceland,ISL,2021-01-29,,,,874.0,,,,2561.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1690,Iceland,ISL,2021-01-30,,,,646.0,,,,1893.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1691,Iceland,ISL,2021-01-31,,,,417.0,,,,1222.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1692,Iceland,ISL,2021-02-01,,,,189.0,,,,554.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1693,Iceland,ISL,2021-02-02,,,,197.0,,,,577.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1694,Iceland,ISL,2021-02-03,16951.0,12098.0,4853.0,204.0,4.97,3.55,1.42,598.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1695,Iceland,ISL,2021-02-04,,,,215.0,,,,630.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1696,Iceland,ISL,2021-02-05,17515.0,12660.0,4855.0,226.0,5.13,3.71,1.42,662.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1697,Iceland,ISL,2021-02-06,,,,204.0,,,,598.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1698,Iceland,ISL,2021-02-07,,,,182.0,,,,533.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1699,Iceland,ISL,2021-02-08,17657.0,12801.0,4856.0,159.0,5.17,3.75,1.42,466.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1700,Iceland,ISL,2021-02-09,,,,200.0,,,,586.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1701,Iceland,ISL,2021-02-10,,,,241.0,,,,706.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1702,Iceland,ISL,2021-02-11,,,,271.0,,,,794.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1703,Iceland,ISL,2021-02-12,19624.0,14086.0,5538.0,301.0,5.75,4.13,1.62,882.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1704,Iceland,ISL,2021-02-13,,,,305.0,,,,894.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1705,Iceland,ISL,2021-02-14,,,,309.0,,,,905.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1706,Iceland,ISL,2021-02-15,19844.0,14087.0,5757.0,312.0,5.82,4.13,1.69,914.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1707,Iceland,ISL,2021-02-16,20031.0,14087.0,5944.0,269.0,5.87,4.13,1.74,788.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1708,Iceland,ISL,2021-02-17,21569.0,14188.0,7381.0,418.0,6.32,4.16,2.16,1225.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1709,Iceland,ISL,2021-02-18,24853.0,15195.0,9658.0,817.0,7.28,4.45,2.83,2394.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1710,Iceland,ISL,2021-02-19,25718.0,15644.0,10074.0,871.0,7.54,4.58,2.95,2552.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1711,Iceland,ISL,2021-02-20,,,,957.0,,,,2804.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1712,Iceland,ISL,2021-02-21,,,,1044.0,,,,3059.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1713,Iceland,ISL,2021-02-22,27762.0,17232.0,10530.0,1131.0,8.14,5.05,3.09,3314.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
1714,India,IND,2021-01-15,0.0,0.0,,,0.0,0.0,,,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700035
1715,India,IND,2021-01-16,191181.0,191181.0,,191181.0,0.01,0.01,,139.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700035
1716,India,IND,2021-01-17,224301.0,224301.0,,112150.0,0.02,0.02,,81.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700035
1717,India,IND,2021-01-18,454049.0,454049.0,,151350.0,0.03,0.03,,110.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700035
1718,India,IND,2021-01-19,674835.0,674835.0,,168709.0,0.05,0.05,,122.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700035
1719,India,IND,2021-01-20,806484.0,806484.0,,161297.0,0.06,0.06,,117.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700035
1720,India,IND,2021-01-21,1043534.0,1043534.0,,173922.0,0.08,0.08,,126.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700035
1721,India,IND,2021-01-22,1390592.0,1390592.0,,198656.0,0.1,0.1,,144.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700035
1722,India,IND,2021-01-23,1582201.0,1582201.0,,198717.0,0.11,0.11,,144.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700035
1723,India,IND,2021-01-24,1615504.0,1615504.0,,198743.0,0.12,0.12,,144.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700035
1724,India,IND,2021-01-25,2023809.0,2023809.0,,224251.0,0.15,0.15,,163.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700035
1725,India,IND,2021-01-26,2029480.0,2029480.0,,193521.0,0.15,0.15,,140.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700035
1726,India,IND,2021-01-27,2355979.0,2355979.0,,221356.0,0.17,0.17,,160.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700035
1727,India,IND,2021-01-28,2928053.0,2928053.0,,269217.0,0.21,0.21,,195.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700035
1728,India,IND,2021-01-29,3500027.0,3500027.0,,301348.0,0.25,0.25,,218.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700035
1729,India,IND,2021-01-30,3744334.0,3744334.0,,308876.0,0.27,0.27,,224.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700035
1730,India,IND,2021-01-31,3758843.0,3758843.0,,306191.0,0.27,0.27,,222.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700035
1731,India,IND,2021-02-01,3950156.0,3950156.0,,275192.0,0.29,0.29,,199.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700035
1732,India,IND,2021-02-02,4138918.0,4138918.0,,301348.0,0.3,0.3,,218.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700035
1733,India,IND,2021-02-03,4449552.0,4449552.0,,299082.0,0.32,0.32,,217.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700035
1734,India,IND,2021-02-04,4959445.0,4959445.0,,290199.0,0.36,0.36,,210.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700035
1735,India,IND,2021-02-05,5416849.0,5416849.0,,273832.0,0.39,0.39,,198.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700035
1736,India,IND,2021-02-06,5775322.0,5775322.0,,290141.0,0.42,0.42,,210.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700035
1737,India,IND,2021-02-07,5812362.0,5812362.0,,293360.0,0.42,0.42,,213.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700035
1738,India,IND,2021-02-08,6259008.0,6259008.0,,329836.0,0.45,0.45,,239.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700035
1739,India,IND,2021-02-09,6611561.0,6611561.0,,353235.0,0.48,0.48,,256.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700035
1740,India,IND,2021-02-10,7017114.0,7017114.0,,366795.0,0.51,0.51,,266.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700035
1741,India,IND,2021-02-11,7505010.0,7505010.0,,363652.0,0.54,0.54,,264.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700035
1742,India,IND,2021-02-12,7967647.0,7967647.0,,364400.0,0.58,0.58,,264.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700035
1743,India,IND,2021-02-13,8052454.0,8044786.0,7668.0,325305.0,0.58,0.58,0.0,236.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700035
1744,India,IND,2021-02-14,,,,353179.0,,,,256.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700035
1745,India,IND,2021-02-15,8516771.0,8418653.0,98118.0,322538.0,0.62,0.61,0.01,234.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700035
1746,India,IND,2021-02-16,8857341.0,8641002.0,216339.0,320826.0,0.64,0.63,0.02,232.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700035
1747,India,IND,2021-02-17,9186757.0,8844641.0,342116.0,309949.0,0.67,0.64,0.02,225.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700035
1748,India,IND,2021-02-18,9846523.0,9381591.0,464932.0,334502.0,0.71,0.68,0.03,242.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700035
1749,India,IND,2021-02-19,10449942.0,9693000.0,756942.0,354614.0,0.76,0.7,0.05,257.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700035
1750,India,IND,2021-02-20,10838323.0,9964383.0,873940.0,397981.0,0.79,0.72,0.06,288.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700035
1751,India,IND,2021-02-21,11085173.0,10124531.0,960642.0,400080.0,0.8,0.73,0.07,290.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700035
1752,India,IND,2021-02-22,11424094.0,10308552.0,1115542.0,415332.0,0.83,0.75,0.08,301.0,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700035
1753,Indonesia,IDN,2021-01-12,0.0,,,,0.0,,,,Sinovac,Ministry of Health,https://www.kemkes.go.id/
1754,Indonesia,IDN,2021-01-13,,,,13200.0,,,,48.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
1755,Indonesia,IDN,2021-01-14,,,,13200.0,,,,48.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
1756,Indonesia,IDN,2021-01-15,,,,13200.0,,,,48.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
1757,Indonesia,IDN,2021-01-16,,,,13200.0,,,,48.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
1758,Indonesia,IDN,2021-01-17,,,,13200.0,,,,48.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
1759,Indonesia,IDN,2021-01-18,,,,13200.0,,,,48.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
1760,Indonesia,IDN,2021-01-19,,,,13200.0,,,,48.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
1761,Indonesia,IDN,2021-01-20,,,,13200.0,,,,48.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
1762,Indonesia,IDN,2021-01-21,,,,13200.0,,,,48.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
1763,Indonesia,IDN,2021-01-22,132000.0,,,13200.0,0.05,,,48.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
1764,Indonesia,IDN,2021-01-23,,,,12546.0,,,,46.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
1765,Indonesia,IDN,2021-01-24,149242.0,,,11892.0,0.05,,,43.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
1766,Indonesia,IDN,2021-01-25,161959.0,,,11823.0,0.06,,,43.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
1767,Indonesia,IDN,2021-01-26,245685.0,,,21898.0,0.09,,,80.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
1768,Indonesia,IDN,2021-01-27,308003.0,,,28915.0,0.11,,,106.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
1769,Indonesia,IDN,2021-01-28,373786.0,368318.0,5468.0,36427.0,0.14,0.13,0.0,133.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
1770,Indonesia,IDN,2021-01-29,416299.0,405012.0,11287.0,40614.0,0.15,0.15,0.0,148.0,Sinovac,Ministry of Health,https://www.kemkes.go.id/
